course_code,course_title,credit_hours,course_desc,pre-requisite,course_objectives,course_outcomes
M812-A,Digital Forensics A,4,"M812- Digital Forensics  (A & B) will help students understand how to conduct investigations to correctly gather, analyse and present digital evidence to both business and legal audiences. Digital evidence features in just about every part of our personal and business lives. Legal and business decisions hinge on having timely data about what people have actually done. M812 (A& B) covers a gap in the Middle Eastern (ME) market for courses in the subject of Computer Digital Forensics. M812 actually has a role to play in seeking to refresh and invigorate the curriculum of PG Computing and thereby increase the Universitys market share. This course will address the strategic priority of AOU of increasing new student numbers.",,"provide students with a broad and practical introduction to the fundamentals of digital forensics, including how general forensic principles and techniques apply to digital investigationsprovide students with sufficient knowledge to be able to conduct digital investigation procedures, and skills including evidence handling, note taking and report writingprovide students with an understanding of how to keep up to date with changing technologies, laws and regulations in digital forensicsguide students through English and Welsh civil and criminal laws particularly relevant to digital forensic investigations and teach him/her how to find the law in other jurisdictions (national and international)present students with the principles of legal report writingprovide students with an opportunity to answer questions from reviewers of the legal report orallyEquip students with resources to access templates and documents from professional bodies and industrial practices, and stay at the leading edge of digital forensics.","A. Knowledge and understandingAt the end of the module, learners will be expected to:Define the role of digital forensics within the larger discipline of forensic science and the appropriate use of scientific methods.Identify the range of applications of digital forensics across ordinary organizations from disciplinary hearings and employment tribunals to civil and even criminal cases.Identify and explain relevant International legislation and understand how to find relevant legislation.B. Cognitive skillsAt the end of the module learners will be expected to:Select and use appropriate concepts, methods, tools and techniques for a given digital forensics event and analyze the results.Analyze a given forensic investigation scenario to identify risks and relevant legislationDetecthow given forensic could affect an organization.C. Practical and professional skillsAt the end of the module, learners will be expected to:Demonstrate awareness and understanding of prevailing standards applicable to digital evidence (e.g. ACPO Good Practice Guide for Computer Based Electronic Evidence, Forensic Science Regulator's Standards, and ISO standards) and be able to demonstrate their application in a given context.Explain the relevance of digital forensics within both society and an organization as well as the legal and ethical responsibilities of the digital forensic professional.Develop a reflective approach to learning.D. Key transferable skillsAt the end of the module, learners will be expected to:Demonstrate good oral and written communication skills appropriate for reporting and defending digital forensics results to both legal and business audiences.Reporting and defending digital forensics results to both legal and business audiences using evidence instead of subjective opinions, even in the presence of incomplete information."
M816-A,Data Management-A,4,"M816 (A & B) covers the data management principles, practices and technologies required to develop policies, procedures and systems that control, protect, deliver and enhance the value of an organisations data asset. Students will acquire practical skills in data, database, repository (meta-data) and business intelligence administration.",,"M816 (A & B) aims to provide the skills and knowledge necessary to develop data management policies, procedures and systems in accordance with current professional practice, approaches and techniques.In particular, it aims to:teach students a variety of principles, practices and technologies for data management across the data life-cyclegive students the ability to evaluate current practices in data managementgive student an understanding of current and emerging issues in data managementgive students the research skills you need to stay at the leading edge of data management","A. Knowledge and understandingData management principles, practices and technologies required to develop policies, procedures and systems that control, protect, deliver and enhance the value of an organisation's data asset.Concepts and techniques associated with data, database, repository and business intelligence administration.Issues relating to ethical and professional conduct for data administrators.Concepts and techniques associated with data integrity, security, quality and recovery.Issues and technologies associated with the use of databases to maintain persistent data in software systems including web applications.B. Cognitive skillsAnalyse an organisation's data asset, and develop policies, procedures and systems that control, protect, deliver and enhance the value of the data asset.Apply techniques associated with data, database, repository and business intelligence administration.Choose and justify appropriate strategies for data integrity, security, quality and recovery.Evaluate different approaches to using databases to maintain persistent data in software systems including web applications.Choose and justify appropriate techniques and technologies to develop databaseC. Practical and professional skillsApply the data management principles, practices and technologies taught in the module to develop policies, procedures and systems for managing data resources in the workplace.Practise basic data, database, repository and business intelligence administration skills in the workplace.Critically evaluate developments in data management practices and technologies.Develop a reflective approach to learning.D. Key transferable skillsDiscuss competently a variety of topics related to data management policies, procedures and technologies.Critically evaluate information about data management from a variety of sources.Communicate effectively in writing about approaches to managing data."
MS102,Physics,3,"An understanding of the physical phenomena underlying the operation of devices involved in information processing and transmission can lead to better understanding of those devices.    In addition, software developers of computer games frequently require knowledge of the behavior of physical objects in order to produce realistic games.  Finally, as a fundamental science, a good understanding of physics and its techniques will help students develop a better understanding of nature and how to approach studying it.  The module has implicit links to computer communication and software development modules, in addition to the final year project.",-,To impart knowledge and understanding of fundamental concepts of physics likely to be needed by the students for later modules and future careers.To develop an appreciation of physics' tools and techniques for understanding the real world.To develop transferrable problem-solving skills that can be applied in other areas.,"A. Knowledge and understandingUpon completing this module, students will be able to:Explain the various important units of physics and the concept of dimensional analysis and the representation and manipulation of physical quantitiesOutline the laws of classical mechanicsContrast and differentiate among the different types of waves and summarize their propertiesExplain electric forces and fields and summarize their propertiesIllustrate and explain basic passive electric circuitsB. Cognitive skillsUpon completing this module, students will be able to:Identify concepts and quantities in physics precisely beyond what is used in everyday language.Apply strategies for solving problems in physics in different situations.Use vector algebra to the study of mechanics in two dimensions.Analyze passive electric circuits.Analyze wave propagation in different materials.C. Practical and professional skillsUpon completing this module, students will be able to:Use and interpret different types of graphs to display the relationship between variablesAnalyze the forces of static and dynamic bodies in simple mechanical systemsCalculate the velocity and acceleration of bodies in different types of plane motionDetermine basic parameters of waves propagating in different materialsCalculate voltages and currents in passive electric circuitsD. Key transferable skillsUse the learning Management System (LMS) effectively to improve own learning performance.Demonstrate active participation and contribution to classroom discussions.Improve own learning and performance through self-reflection.Demonstrate effective communicate about technical matters."
MST129,Applied Calculus,4,"This module introduces some fundamental topics of differential and integral calculus, with an emphasis on applications. Among the topics covered are functions (including exponential and logarithmic), limits, the concept of derivative, computing the derivative, maxima and minima of functions, and integration. Emphasis will be placed upon the use of calculus in defining and solving problems from areas including computing, data science and natural sciences",,"The module aims to:  Provide the knowledge of elementary functions to calculus concepts for students in all of the ITC programs.  Use mathematical techniques to find solutions to simple optimization problems.  Increase academic proficiency in expression of mathematical solutions.  Introduce definition of the derivative and make students acquainted with computing the derivative of polynomials, rational, radical, trigonometric, exponential, and logarithmic functions.  Make students acquainted with evaluating the integrals of polynomials, rational, radical, trigonometric, exponential, and logarithmic functions.  Introduces applications of integrals such as area, average value of a function.  Enable students to compute the partial derivatives of several variable functions.",
MST224,Mathematical methods,8,"This module introduces a variety of mathematical methods, which are used in modelling through their application to solving real world problems. These methods include first and second order differential equations, calculus of functions of several variables, vector calculus, Fourier series and partial differential equations. The module gives a good foundation for higher-level study and is essential preparation for most level 2 and level 3 mathematics and statistics modules. The module needs a sound knowledge of algebra, trigonometry, calculus, linear algebra, and geometry as provided by the appropriate level 1 study.",MST129 & MT132,"The module aims to:  Enable students to work with a variety of applications, using appropriate models, and analyse the validity of the solutions obtained.  Introduce ODEs and discuss graphical, numerical, and analytical solution methods.  Provide the understanding of existence and uniqueness of solutions of ODEs.  Visualise functions of several variables and introduce periodic functions.  Compute the partial derivatives, the gradient vector, line integrals of vector functions, classifying stationary points and Fourier coefficients.","A. Knowledge and understandingAt the end of the module, learners will be expected to:A.1. Solve a constant coefficient second order linear initial value problem with driving term exponential times polynomial.A.2. Perform calculus operations on vector-valued functions, including derivatives, integrals, curvature, displacement, velocity, acceleration, and torsion.A.3. Compute Fourier coefficients, and find periodic solutions of linear ODEs by means of Fourier series.B. Cognitive skillsAt the end of the module, learners will be expected to:B.1. Judge if the results of ODEs solutions are reasonable, and then interpret and clearly communicate the results.B.2. Think critically by setting up and solving application problems involving double and triple integrals.B.3. Demonstrate ability to think effectively to interpret and use functions of several variables.C. Practical and professional skillsAt the end of the module, learners will be expected to:C.1. Utilize Delta functions to model abrupt phenomena, compute the unit impulse response, and express the system response to a general signal by means of the convolution integral.C.2. Locate and use information to solve calculus problems in several variables.C.3. Competence in solving problems related to vectors in 2- and 3- dimensions and their applications.C.4. Work effectively with others to complete homework and class assignments.D Key transferable skillsAt the end of the module, learners will be expected to:D.1. Analyse real world scenarios to recognize when ordinary differential equations (ODEs) or systems of ODEs are appropriate.D.2. Demonstrate the ability to communicate with colleagues on the topics of ODEs and systems of ODEsD.3. Formulate problems about the scenarios, creatively model these scenarios (using technology, if appropriate) in order to solve the problems using multiple approaches.D.4. Apply the computational and conceptual principles of calculus to the solutions of real-world problems.D.5. Recognize ODEs and system of ODEs concepts that are encountered in the real world, understand andbe able to communicate the underlyingmathematics involved to help another person gain insight into the situation"
MT120,Software screen design,4,This course trains the student on the advanced technologies needed to use reliable programs in the world of production and is complementary to what they have previously studied of the technical programs. It also opens the door to become an artist with comprehensive experience which would qualify him or her to be part of the work teams in media and technical organizations,MT110,"This course provides a thorough overview of the interface, tools, features, and production flow for using Premiere Pro. The course is an ideal combination of instructor-led demonstration and hands-on practice for getting to know this revolutionary nonlinear video-editing application.The course focuses on the basic editing functions while familiarizing the students with the user interface. It also allows them to use Premiere Pro's powerful real-time video and audio editing tools to give them precise control over virtually every aspect of the production.The second part of the course is full hands-on practice of Adobe after effects which would allow the students to deliver cinematic, visual effects and motion graphics faster than ever before with new Global Performance Cache, extend their creativity with built-in text and shape extrusion, new mask feathering options, and get into motion graphics.","A. Knowledge and understandingOn completion of the course students will be able to:Be familiar with the standard digital video workflowEnhance the workflow with high-level featuresIncorporate Adobe Creative Cloud into the post production workflowUnderstand the Adobe Creative Cloud workflowHave a good understanding of the Nonlinear editing workflow in Premiere Pro CCBe familiar with the interface, tools, features, and production flow for Premiere Pro CC and all other production applications from Adobe.Know a powerful real-time video and audio editing tools that gives precise control over virtually every aspect of any production.Freely combine any type of video media, from video shot on a phone to raw 5K.Perform an advanced editing techniquesAdd video effects and transitions to the production.Have a good understanding of color grading and color correction with adobe premiere pro CC.Have a good understanding and practice of the compositing techniquesKnow exporting techniquesB. Cognitive skillsCreating a storyboard (i.e. a visual map for your digital video project).Importing multimedia elements into a digital video project.Adding multimedia elements to the timeline.Splitting/cutting video clips.Extending frame rate duration of video/picture portions.Combining/joining different video clips.Synchronizing audio clips with a recorded video lesson.Changing videos appearance using video effects and transitions.Publishing videos in a format playable in media players.Understand the Fundamentals of Motion GraphicsGetting to Know the Workflow of Motion graphics and visual effects productionC. Practical and professional skillsAdobe Premiere proTouring Adobe Premiere Pro Creative CloudSetting up a ProjectImporting MediaOrganizing MediaMastering the Essentials of Video EditingWorking with Clips and MarkersAdding TransitionsPerforming Advanced Editing TechniquesPutting Clips in MotionMulticamera EditingEditing and Mixing AudioSweetening SoundAdding Video EffectsImproving Clips with Color Correction and GradingExploring Compositing TechniquesCreating TitlesManaging Your ProjectsExporting Frames, Clips, and SequencesAfter effectsAnimating TextWorking with Shape LayersAnimating Multimedia PresentationWorking with MasksDistorting Objects with the Puppet ToolsOther EffectsRendering and OutputtingD. Key transferable skillsCutting shot sequences into different angles at specific points in scenes; making sure each individual cuts as fluid and seamless as possible.Studying scripts to become familiar with Pre production-Production and post production concepts and requirements.Selecting and combining the most effective shots of each scene in order to form a logical and smoothly running story.Determining the specific audio and visual effects and music necessary to complete films.Verifying key numbers and time codes on materials.Reviewing assembled films or edited videotapes on screens or monitors in order to determine if corrections are necessary.Setting up and operating computer editing systems, electronic titling systems, video switching equipment, and digital video effects units in order to produce a final product.Recording needed sounds, or obtaining them from sound effects libraries.Conferring with producers and directors concerning layout or editing approaches needed to increase dramatic or entertainment value of productions.Manipulating plot, score, sound, and graphics to integrate the parts into a continuous whole as well as working closely with people in audio, visual, music, optical and/or special effects departments.Supervising and coordinating activities of workers engaged in film editing, assembling, and recording activities.Developing post-production models for films.Piecing sounds together to develop film soundtracks.Conducting film screenings for directors and members of production staffs.Collaborating with music editors to select appropriate passages of music and develop production scores.Discussing the sound requirements of pictures with sound effects editors.Informative information on how the animation is produced"
MT129,Calculus and Probability,4,"This module introduces the concepts of differentiation and integration as well as some applications of differential and integral calculus. Moreover, the module offers a clear and comprehensive survey of the of data sampling, measurements of central tendency and spread, organizing and visualizing categorical and numerical data. It also includes topics in the basic probability such as events, simple probability, conditional probability, and Bayes rule. Finally, it provides an introduction to fundamental basis and concepts of statistical inferences, normal distribution. The module has direct links to computing, programming and communication modules, in addition to the numerical analysis module.",M110,"The module aims to:Apply the knowledge of elementary functions to calculus concepts.To compute the derivative of polynomials, rational, radical, trigonometric, exponential, and logarithmic functions.Evaluate the integrals of polynomials, rational, radical, trigonometric, exponential, and logarithmic functions.Introduce the terms and concept of probability, and the idea of discrete and continuous random variables.Ensure the understanding of mathematical expectations and moment generating functions concepts.Equip students with some important discrete and continuous probability distributions in technology and communication modules.","A. Knowledge and understandingStudents will be able to:Use derivative rule to find derivatives of power, exponential, logarithmic and trigonometric functions.Solve simple definite and indefinite integrals.Use applications of differentiation and integration in sketching graphs, obtain area between curves and average value of functions.Define and identify random variables for any well- defined probability problems.Realize mathematical expectations and variances for different continuous and discrete distributionB. Cognitive skillsStudents should be able to:Produce descriptions and explanations of the different types of elementary functions and apply their understanding of the studied functions to information systems.Display deep knowledge gained from the course and use it to solve optimization problems.Utilize knowledge gained from the course to help them to understand new unfamiliar probability distributions.C. Practical and professional skillsStudents will be able to:Apply the practical skills gained from differential and integral calculus ITC problems.Cultivate the capacity to be leaders in their professional and personal communities.Develop some technical statistical materials; effectively present and objectively evaluate them.Deal with statistical computer applications such as spread sheets and MATLAB statistics toolbox.D. Key transferable skillsStudents will be able to:Be aware of the implications of information technology in daily lives and on society as a whole, and the ability to utilize IT to communicate and solve problems.Use information, reasoning, and creative processes to solve problems and achieve goals.Implement global issues gained from module and their implications on their daily lives."
MT131,Discrete Mathematics,4,"This is an elementary level module which introduces various topics in discrete mathematics. It offers a clear and comprehensive survey of logic operations, predicates, quantifiers, sets, functions, relations. Also, the module provides the concept of permutations, combinations and counting techniques which are needed as prerequisite in most of technology and communication modules. Moreover, the module gives some knowledge of relevant algorithmic ideas in number theory and cryptography that are widely used in data structure, data base, programming, data communication and in scientific research.",EL111,"The course aims to:Introduce basic notations used in discrete Mathematics associated with information and communication technologyTeach the rudiments of elementary mathematical reasoning.Prepare students for the theoretical parts of further courses in information technology.Explain logic from a mathematical perspective and relating it to computer applications.Introduce set theory, relations, functions, graphs, equivalence relations, and partial orderings.Provide concepts of permutation, combination and any other counting techniques.","A. Knowledge and understandingStudents will be able to:Identify propositional logic, logical equivalence, predicates and quantifiers.Describe the Integers and division functions, prime number and prime factorization, least common multiple and highest common factors.Define sets, functions and binary relations, their properties and representations. Know the major types of binary relations on a set, equivalence relations and partial orderings.Use matrices to represent relations, graphs and trees.Recognize basic properties of counting techniques using permutation and combination properties.B. Cognitive skillsStudents will be able to:Deal with mathematical and logical arguments and carry out mathematical and logical manipulations.Acquire a good understanding of the concepts and methods of discrete mathematics described in detail in the syllabus.Be familiar with mathematical notations related to computer science.C. Practical and professional skillsStudents will be able to:Prove any simple mathematical theory using logic lawsUse any or all of the previous tools in a significant information and communication technology application such as cryptography.Apply combinatorial principles and discrete mathematical structures that are central to mathematics and information technology.D. Key transferable skillsStudents will be able to:Demonstrate study skills at a level appropriate to higher education, such as timetabling study; read critically for meaning and take effective notes; and use study aids such as dictionaries and glossaries;Present and communicate basic mathematical and logical arguments; communicate appropriately with their tutor and other students using email and online conferences;Locate information on a given subject from the World Wide Web"
MT132,Linear Algebra,4,"The course introduces a range of ideas concerning matrices and its applications, matrix operations that are widely used in data structure, programming, data communication, digital signal processing and in scientific research. The course shows algorithmic method to solve systems of linear equations. Moreover, it includes concept of vector spaces and subspace that are used to construct algebraic codes. Also, it introduces the meaning of basis and dimension of a subspace the vector space Rn. The concept of linear transformation between two vector spaces together with null space and rank are also included. Finally, the course introduce the idea of characteristic values/vectors and diagonalization.",EL111,"The course aims to:Extend the students' basic mathematical awareness and skills in matrices and matrix operations.Give the study skills necessary for students to be able to solve system of linear equations.Provide a range of useful ideas such as linear combinations and linear independence.Present some important mathematical terms such as span, basis and dimensions.Upgrade the concept of linear transformation necessary for other compulsory technology and communication modules.Give a feeling for the mathematical approach to the study of computer science.","A. Knowledge and understandingStudent will be able to:Define and classify type of matrices and perform matrix operations.Solve problems in information systems and communication using matrix techniques.Use and apply linear algebra knowledge and concepts to information technologies and computing.Be familiar with different terminologies in linear algebra and matrix transformation.Acquire technical material, effectively present it and objectively evaluate other technical materials in linear algebra.B. Cognitive skillsStudents should be able to demonstrate that they can:Produce descriptions and explanations of the different types of matrices and linear operations.Apply their understanding of the studied ideas in linear algebra to coding problems, encryption and decryption.Use knowledge gained from the module to help them to understand new unfamiliar matrix operations.C. Practical and professional skillsStudents should be able to:Communicate effectively in English and Arabic in a variety of contexts and media.Analyze a mass of information and carry out an appropriate analysis of the problem material.Express a problem in mathematical terms and carry out an appropriate analysis.Reason critically and interpret information in a manner that can be communicated effectively.Integrate and link information across course components.D. Key transferable skillsStudents should be able to demonstrate that they can:Communicate complex information, arguments and ideas effectively and without plagiarism on a range of topics relating to linear operations.Perform calculations to find inverse of a matrix, use and manipulate simple algebraic calculations to solve linear system of equations.Use technology to find a span and a basis for a vector space.Enhance existing numerical ability.Work effectively as part of a group in solving any complicated mathematical problems."
MT141,Introduction to Probability and Statistics,4,"MT141 is an introductory module in probability and statistics. It is designed to provide Artificial Intelligence students with the basic concepts of data analysis and statistical computing. Topics covered include basic descriptive measures, measures of association, probability theory, measurement error, random variables, probability distributions, confidence intervals, and hypothesis testing. To study this module, students should have a sound knowledge of level 1 mathematics modules MST129, MT131 and MT132.",EL111,"The module aims to:  Provide students with a framework that will help them choose the appropriate descriptive methods in various statistical data analysis situations.  Make acquainted with concepts of random variables and finding appropriate distribution for interpreting data specific to an experiment.   Impart knowledge and understanding of discrete and continuous probability distributions.  Develop the understanding of mathematical expectations and moment generating functions.  Ensure the understanding of testing hypotheses, and estimation.  Enable students to understand the role of statistics in doing the research.  Help students to read and understand the statistical concepts from reports and papers.","A. Knowledge and understandingAt the end of the module, learners will be expected to:Use a variety of methods for exploring,summarizingand presenting data.Have knowledge and understanding of basic probability models and their use for modelling discrete and continuous data.Realizethe differentprobabilitydistributionstypes, theirstructuresand standards.B. Cognitive skillsAt the end of the module learners will be expected to:Apply mathematical and statistical manipulation and calculation on choices of model and analyses resulting from them.Solve practical problems by formulating problems in a statistical framework and applying appropriate statistical techniques.Be able to interpret the results of a statistical data analysis and evaluate statistical evidence.C. Practical and professional skillsAt the end of the module, learners will be expected to:Apply mathematical and statistical concepts and principles.Analyseand evaluate criteria and specificationsappropriate tospecific problems and plan strategies for their solutions.Use information technology with confidence toacquireand present mathematical and statistical knowledge and data, to model and solve problems and to develop mathematical and statistical insight.Demonstrate their understanding of descriptive statistics by practical application of quantitative reasoning and data visualization.D.Key transferable skillsAt the end of the module, learners will be expected to:Apply statistical modelling and analysis techniques to a wide range of practical problems.Analyseandto evaluatepractical problems involving statistical data and plan strategies for their solution.Communicate in writing about statistical and probability modelling, communicate relevant information accurately and effectively, using a form, structure and style that suits the purpose.Use mathematical and statistical software with confidence.Acquire further knowledge with little guidance or support."
MT248,Analysing data,4,"The statistical analysis of data is usually based on some kind of modelling of the situation of interest. In this module, students will use the commercial statistical software package Minitab to help them with analysing data. Such statistical modelling with large amounts of data and realistic models together lead to many and difficult calculations. Therefore, the module requires a sound knowledge of level 1 mathematics modules MST129, MT131 and MT132.",M140,"The module aims to:  Provide students with a framework that will help them choose the appropriate descriptive methods in various statistical data analysis situations.  Make acquainted with concepts of random variables and finding appropriate distribution for interpreting data specific to an experiment.   Impart knowledge and understanding of discrete and continuous probability distributions.  Develop the understanding of mathematical expectations and moment generating functions.  Ensure the understanding of testing hypotheses, and estimation.  Introduce linear and multiple regressions.","A. Knowledge and understandingAt the end of the module, learners will be expected to:A.1. Have knowledge and understanding of basic probability models and their use for modelling discrete and continuous data.A.2. Have knowledge and understanding of basic statistical inference, including point estimation, confidence intervals and hypothesis testingA.3. Introduction to the use of calculus in statistics.A.4. Have knowledge and understanding of data analysis techniques using a commercial statistical software package, including methods for exploring data and writing statistical reports.A.5. Have knowledge and understanding of basic regression techniques for modelling two or more dependent variablesB. Cognitive skillsAt the end of the module, learners will be expected to:B.1. Solve practical problems by formulating problems in a statistical framework and applying appropriate statistical techniques.B.2. Interpret the results of a statistical data analysis and evaluate statistical evidence.C. Practical and professional skillsAt the end of the module, learners will be expected to:C.1. Understand the importance and relevance of random variation and statistics in the modern world.C.2. Use a commercial statistical software package to analyse data and use statistical techniquesD. Key transferable skillsAt the end of the module, learners will be expected to:D.1. Communicate solutions to problems clearly and coherentlyD.2. Solve problems and demonstrate critical quantitative thinkingD.3. Organise your study time, study independently, exploit feedback and meet deadline"
MT249,Practical modern statistics,4,"This module introduces major topics of modern applied statistics: time series, multivariate analysis, and Bayesian statistics. The module emphasises underlying principles and practical applications rather than technical details. Use of a computer is an essential component  the module includes SPSS and WinBUGS software, which students will use to analyse data and develop their understanding of statistics.",MT248,"The module aims to:  Improve skills in analysing and interpreting data, communicating statistical ideas clearly and succinctly.  Analyse data collected over time, and forecasting future values using exponential smoothing and ARIMA models.  Present and analyse data on several variables, with sections on principal component analysis and discrimination.  Introduce the Bayesian approach to statistics, in which expert knowledge can be incorporated into statistical models.   Present and use special statistical software such as WinBUGS.","A. Knowledge and understandingAt the end of the module, learners will be expected to:A.1. Demonstrate understanding of techniques for analysing and interpreting data.A.2. Realize time series data, trend and seasonality, additive and multiplicative models, transforming time series, moving averages, estimating the trend, seasonal and irregular components.A.3. Define the concepts of multivariate data, scatterplots, matrix scatterplots and profile plots, mean vectors and the covariance matrix, standardisation and the correlation matrix.B. Cognitive skillsAt the end of the module, learners will be expected to:B.1. Apply mathematical and statistical manipulation and calculation on choices of model and analyses resulting from them.B.2. Assemble relevant information for proofs and construct appropriate mathematical arguments, and exercise judgment in selection and application of a wide range ofmathematical and statistical tools and techniques.B.3. Represent groups in multivariate data and measure the separation between and withingroups covariance matricesC. Practical and professional skillsAt the end of the module, learners will be expected to:C.1. Apply Markov chain simulation, burn-in, practical Bayesian data analysis with MCMC; and interpret MCMC output.C.2. Analyse objective and subjective probability, Bayes theorem. Prior distributions, the likelihood, posterior distributions.C.3. Gain membership of the Royal Statistical Society and the Institute of Mathematics such as London Mathematical Society.D Key transferable skillsAt the end of the module, learners will be expected to:D.1. Apply statistical modelling and analysis techniques to a wide range of practical problem such as simple, Holt and Holt-Wintersexponential smoothing, autocorrelation and prediction, the correlogram, tests for zero autocorrelation, prediction errors.D.2. Analyse and evaluate practical problems involving statistical data and plan strategies for their solution.D.3. Use professional mathematical and statistical software with confidence.D.4. Communicating statistical ideas clearly and succinctly.D.5. Acquire further knowledge with little guidance or support."
MT372,Parallel Computing,3,"The module is a comprehensive study of parallel computing techniques, parallel programming and performance tuning. Topics covered include: fundamentals of parallel, concurrent and distributed computing systems, performance and limitations of these systems, and parallelism paradigms. In addition to these topics the software needs and support for parallel processor systems are covered in details. This includes programming languages, simulation and tracing tools. Students will examine a range of topics involved in using parallel operations to improve computational performance, parallel architectures, parallel algorithms and parallel programming languages; Architectures covered include vector computers, multiprocessors, network computers, and data flow machines.",-,The module aims to give solid understanding about the following:The fundamentals of parallel computing.Parallel operation.The different core concepts behind the hardware layer of a computer system.Performance and limitations of parallel systemsThe processor's architecture of parallel systems and its interconnection networks.The parallel algorithms.,"A. Knowledge and understandingUpon completing this module, students will be able to:Understand of the fundamental concept and issues of parallel computingRecognize parallel programming experience solving computationally intensive problems in a variety of disciplinesUnderstand the related implementations and measurements of performance and constraints of parallel computingB. Cognitive skillsUpon completing this module, students will be able to:Practice Parallel programming platformsApply Principles of parallel algorithm designIllustrate Basic communication operationsPerform Analytical modelling of parallel programsDevelop Programming using the message-passing paradigm (MPI)C. Practical and professional skillsUpon completing this module, students will be able to:Apply the techniques and theorems in real applications.Analyze specific data and information to build the parallel modelsApply the tools studied concerning parallel computing to solve a real problem.D. Key transferable skillsUpon completing this module, students will be able to:Gather data from various sources, including the electronic media, such as internet.Choose a case study from the real world and apply the techniques studied.Show responsibility for the preparation of the case study and manage the presentation schedule of his/her work.Exercise research skills, such as data collection, tabulation, analysis, report presentation and class discussions."
MT380,Service oriented architecture,3,"Service-Oriented Architecture (SOA) intends to explain the SOA and the related topics including Web Services and Cloud Computing. Web Services (such as KSOAP, REST) make use of the notion of a service- oriented architecture, they are independent of specific programming languages or operating systems. They rely on existing transport technologies, such as HTTP, and XML, for invoking the implementation. This outlines a range of new technologies for designing and implementing service-oriented applications that support machine-to-machine collaboration. It illustrates the rational of SOA in how to construct and to build web service oriented applications, such as ASP.NET Web Service, Windows Communication Foundation (WCF), etc. to make use of knowledge about the research topics in SOA, and to discover future development trends.",-,"This Module discovers the concepts and technologies for the state of art topics: Service-Oriented Architecture (SOA) and Cloud Computing. It identify a comprehensive and systematic understanding to the latest SOA and Cloud Computing technologies. Moreover, it examine practical experience in designing large-scale composite web service applications.After finishing successfully this Module you should be able to:Discover the benefit of using Service-Oriented Architecture to design modern software systemsInterpret the key features and building blocks of Web Service including WSDL, SOAP and UDDIDevelop programs using Microsoft .NETand C# languageApply service-based web application using ASP.NET and AJAXCreate service-oriented application using Windows Communication Foundationbuild RESTful web service using Windows Communication FoundationOutline the relationship between Cloud Computing and SOA; compare different cloud computing services","A. Knowledge and understandingUpon completing this Module, students will be able to have:Construct a well-founded knowledge in the field of study.Compare other disciplines that are related to the field of study.Develop international perspective on the field of study.B. Cognitive skillsUpon completing this Module, students will be able to:Collect, analyse and organise information and ideas and to convey those ideas clearly and fluently, in both written and spoken forms.Interact effectively with others in order to work towards a common outcome.Select and use the appropriate level, style and means of communication.Engage effectively and appropriately with information and communication technologies.C. Practical and professional skillsUpon completing this Module, students will be able to:Develop programs using Microsoft .NET and C# and service-based web application using ASP.NET and AJAXBuild service-oriented application using Windows Communication FoundationBuild RESTful web service using Windows Communication FoundationD.Key transferable skillsUpon completing this Module, students will be able to:Work and learn independently.Generate ideas and adapt innovatively to changing environments.Identify problems creates solutions, innovate and improve current practices"
MT390,Image Processing,3,"Image Processing is an important field of study and MT390 is meant to provide students with the basic knowledge of this field.  Along with the importance of Image Processing in traditional areas such as Medical Diagnosis, Industrial Inspections, Security Systems, Robotics etc., the pervasiveness of smart phones equipped with powerful cameras has increased the need for Image Processing due to the availability of large amount of image data. This module is intended to provide students the opportunity to study the basics of the important field of Image Processing.",-,"The aims of this module are to:Introduce students to the important field of Image Processing.Teach students the fundamental concepts related to image Representations and Enhancements.Impart to the students knowledge about Intensity Transformations and Spatial Domain Filtering.Introduce students to the concepts of 2-D Fourier Transform and the basics of Frequency Domain Filtering.Introduce students to the topics of Image Segmentation, Image Coding and their related techniques.Enable students to implement basic image processing algorithms using the Matlab Programming environment.","A. Knowledge and understandingOn successful completion of this course, the student will be able to demonstrate knowledge and understanding of:Basic image representation concepts.Spatial domain image processing techniques of intensity transformation and filtering.Frequency domain image processing techniques of filtering and masking.Data reduction and image coding methods.Basic image segmentation concepts and techniques.B. Cognitive skillsOn successful completion of this course, the student will be able to:Critically evaluate and suggest spatial domain processing techniques for image enhancement purposes.Analyse and suggest appropriate frequency domain filtering techniques suitable for image processing tasks.Critically interpret histogram data of images and suggest appropriate image processing techniques for image enhancement.Analyze various image coding techniques and select the appropriate one for a particular task.Evaluate and interpret image segmentation results.C. Practical and professional skillsOn successful completion of this course, the student will be able to:Apply skills and concepts from the course to develop practical image processing projects.Develop, Interpret and Implement image enhancement techniques both in the spatial and frequency domains.Perform Matlab simulations of practical image processing algorithms including image enhancement, coding and segmentation.D. Key transferable skillsOn successful completion of this course, the student will be able to:Apply the mathematical and algorithmic skills acquired in this course to other areas of study and work.Carry out independent learning on topics related to image processing and computing.Communicate ideas and concepts about image processing techniques effectively both in writing as well as in any group discussion or environment."
